Unsorted Index,Domain,Total Tokens,URL Appearances,Assign to [Name],Website Issue,User Content,Website Description,Content Domain I,Content Domain II,Content Domain III,Content Domain (other),Type of service,Type of service (Other),Sensitive content: Nudity,Sensitive content: Pornography,Sensitive content: Drugs,Sensitive content: Violence,Sensitive content: Illegal Activities,Sensitive content: Hate Speech
4636,fortune.com,11715106,24746,Lj Miranda,FALSE,None,"Business newsletter on technology, finance, leadership, and Fortune 500 companies",News,Business/Finance,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18469,www.oreilly.com,11691962,67208,Lj Miranda,FALSE,None,"Company website for the publishing company O'Reilly Media, Inc.",Books,,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6867,chroniclingamerica.loc.gov,11687172,31881,Lj Miranda,FALSE,None,Archival website of the Chronicling America collection of the Library of Congress. It contains historic newspaper pages from 1756-1963 or the US Newspaper Directory for newspapers published between 1690-present.,News,Government/Policy,,,Government,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20132,www.agoda.com,11651739,28754,Lj Miranda,FALSE,Weak Moderation,"Official website of Agoda, an online travel agency that caters to consumers in the Asia-Pacific region.",E-Commerce,,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13917,www.deccanherald.com,11581679,33506,Lj Miranda,FALSE,None,An Indian English language daily newspaper published from the Indian state of Karnataka.,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22612,www.bestbuy.com,11574202,13762,Lj Miranda,FALSE,None,"E-commerce website of BestBuy, a multinational consumer electronics retailer.",E-Commerce,,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20041,dumpsterbook.com,11563036,5989,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97523,dumpsterblog.com,11557602,5953,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5745,dumpsterfly.com,11552371,5990,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18896,dumpsteramerica.com,11530146,5992,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20961,dumpsterratings.com,11520920,5967,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17749,livedumpster.com,11517323,5994,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79926,dumpsterindex.com,11509171,5995,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21949,ratedumpster.com,11490361,5984,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84899,dumpsterchoice.com,11486158,5952,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24189,wastepages.com,11479934,5987,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11674,dumpsterinfinite.com,11477408,5992,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
599,www.insiderpages.com,11473290,44220,Lj Miranda,FALSE,Weak Moderation,Local search service and recommendation for finding local merchants and businesses,E-Commerce,Reviews,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
912,docs.oracle.com,11457332,16198,Lj Miranda,FALSE,None,Documentation website for Oracle,Technology/Code,,,,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116417,dumpsterlabs.com,11456249,5992,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
189316,wastereviews.com,11445512,5993,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131052,wasteadviser.com,11445089,5991,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32286,dumpsterwise.com,11443869,5991,Lj Miranda,FALSE,None,Dumpster rental company for renting short and long-term debris containers.,General,,,Company website and services,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13182,dumpsterzone.com,11435904,5992,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65356,dumpsterwire.com,11435249,5994,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9928,comicvine.gamespot.com,11428824,11725,Lj Miranda,FALSE,Weak Moderation,"Comic database that features Comic reviews, news, and forums.",Entertainment,Cultural/Artistic,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42375,www.brookings.edu,11428726,14142,Lj Miranda,FALSE,None,"Website of the Brookings Institution that conducts independent research for improving policy and governance in the local, national, and global levels.",Government/Policy,Academic,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51319,wasteforge.com,11428721,5950,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
329,maxdumpster.com,11426936,5989,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41029,wasteratings.com,11425162,5984,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11995,royaldumpster.com,11423608,5950,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52013,hbr.org,11418236,9871,Lj Miranda,FALSE,None,"Website for the Harvard Business Review, a magazine by Harvard Business Publishing.",Business/Finance,Academic,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36396,www.intechopen.com,11405243,3865,Lj Miranda,FALSE,None,"Website for IntechOpen, a leading global publisher of Journals and Books in the fields of Science, Technology, and Medicine.",Books,Academic,,,Academic,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44865,ratewaste.com,11395945,5989,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17949,www.haaretz.com,11309218,26392,Lj Miranda,FALSE,None,Israeli newspaper publishing in both Hebrew and English in the Berliner format.,News,,,,Periodicals,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39757,dumpstercentre.com,11307216,5949,Lj Miranda,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133597,es.scribd.com,11304977,3800,Lj Miranda,FALSE,Weak Moderation,"Website for Scribd, an American e-book and audiobook subscription services with a miliion titles.",Books,E-Commerce,,,Ecommerce,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11358,www.hrw.org,11291763,6473,Lj Miranda,FALSE,None,"Website for the Human Rights Watch, an international non-goverment organization that conducts research and advocacy on human rights.",Other,,,Human Rights / NGO,Company website,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12976,www.azcentral.com,11275563,17066,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43454,www.gamasutra.com,11268457,15321,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14169,www.tripsavvy.com,11253754,13774,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1188,www.agreatertown.com,11243238,54212,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28725,www.literotica.com,11202113,4760,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24413,www.mercurynews.com,11177886,21776,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122669,hotswingersclub.com,11118463,5944,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168129,theblbar.com,11102130,2185,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19785,www.eweek.com,11080248,22013,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
828,leginfo.legislature.ca.gov,11079838,8138,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
894358,pandgs.com,11070482,545,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81995,www.biggerpockets.com,11055823,10445,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26407,www.ndtv.com,11029281,40367,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5841,emedicine.medscape.com,11021484,4576,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130744,www.scielo.org.za,11014569,3448,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
900713,info.mzalendo.com,11007194,579,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42701,absolutewrite.com,10969664,9555,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3477,store.cdbaby.com,10925653,30037,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
511,www.digitaljournal.com,10921164,23893,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2531,www.voanews.com,10902504,26132,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51535,www.macworld.com,10844302,19231,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10219,www.villagevoice.com,10826970,22018,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61403,www.huffingtonpost.ca,10821103,20282,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19741,ufdc.ufl.edu,10769372,7858,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15329,www.orlandosentinel.com,10764174,25338,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
48056,www.etonline.com,10741597,35070,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38072,www.rottentomatoes.com,10738001,26892,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1879,clintonwhitehouse6.archives.gov,10724526,7750,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76550,consortiumnews.com,10710389,3814,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4774,www.sun-sentinel.com,10703917,20547,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13699,www.consumeraffairs.com,10693567,7904,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69041,www.michaelberger.com,10645523,421,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4223,council.smallwarsjournal.com,10551770,4747,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
427373,q10k.com,10519311,828,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15426,www.jpost.com,10502683,22798,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27586,whyevolutionistrue.wordpress.com,10489645,3772,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9744,www.opendemocracy.net,10488216,9323,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10453,soils.wisc.edu,10483087,11857,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4540,wikivividly.com,10459171,4878,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1647,www.webmd.com,10459035,19747,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19247,sandrarose.com,10427268,5944,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83404,www.houstonchronicle.com,10426400,16367,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36021,www.thenational.ae,10394991,19119,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19078,www.democracynow.org,10370868,8108,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54795,bioone.org,10366527,10561,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42983,v1.escapistmagazine.com,10345155,9851,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5571,www.globenewswire.com,10340813,20120,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
321,www.space.com,10327301,18200,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45373,philmckinney.com,10314741,5577,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30061,www.stargeo.it,10303369,2000,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29142,scholars.duke.edu,10281418,42431,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9997,maps.thefullwiki.org,10279629,5949,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29265,www.infolanka.com,10276173,3484,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1417,www.dallasnews.com,10246658,16615,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84880,www.notebookcheck.net,10243849,10887,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99912,newstechtrend.com,10237369,1335,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3122,in.reuters.com,10179746,30662,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8995,simple.wikipedia.org,10147657,43868,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74372,www.playbabble.com,10144947,2591,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2781,archives.newyorker.com,10133905,14336,Kevin Klyman,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35668,topdocumentaryfilms.com,10128093,2509,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2171,www.sportingnews.com,10097037,25312,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28662,www.seattletimes.com,10086622,18021,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
229391,historichansard.net,10052154,574,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8169,www.complex.com,10049904,42157,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21442,www.dummies.com,10037645,24059,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34043,www.medicalnewstoday.com,10028222,14975,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17307,www.thejournal.ie,10016243,24977,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36646,www.theregister.co.uk,9963821,22255,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43620,www.fao.org,9958130,8997,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122720,ask.metafilter.com,9955459,5613,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84,venturebeat.com,9947635,19267,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
366909,www.skepticalob.com,9925568,1886,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12479,www.slashfilm.com,9921393,29245,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3056,pubs.rsc.org,9920778,20835,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
222547,www.shtfplan.com,9861236,1909,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2156,grantland.com,9839337,7166,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
591,sputniknews.com,9836001,26332,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7532,www.techrepublic.com,9819516,31864,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92594,archive.constantcontact.com,9817753,11889,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37846,io9.gizmodo.com,9783821,20934,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14466,www.rbth.com,9779365,20248,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83285,shortstories.ucgreat.com,9777875,2947,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15818,traveltips.usatoday.com,9771589,19011,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2482,www.globalsecurity.org,9769111,7976,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4708,www.nme.com,9769065,45721,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5201,www.mtv.com,9756481,23134,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114698,preferredprint.com,9741683,4963,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5981,www.tripadvisor.com,9733567,53437,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152364,bibleforums.org,9718962,3513,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219238,parasitesandvectors.biomedcentral.com,9696549,2316,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6239,www.inverse.com,9691020,20203,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47318,techrights.org,9687586,3761,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39067,www.cambridge.org,9670517,10067,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17355,www.wetcanvas.com,9658217,10987,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66924,www.jimmunol.org,9643686,1985,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12639,www.gearslutz.com,9591429,16999,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13718,succulentsource.com,9575934,5984,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11291,www.computerweekly.com,9550797,19065,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9440,truthout.org,9547389,9797,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
96309,www.philly.com,9528780,13832,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4791,www.reference.com,9519020,51282,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21608,food52.com,9517352,27191,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38272,www.financialexpress.com,9495251,23272,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215787,californiawetfish.org,9485318,1333,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
321337,www.jneurosci.org,9477889,1516,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39148,listverse.com,9474980,5361,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19670,www.kentucky.com,9474125,22484,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22531,bleacherreport.com,9461531,9923,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14545,www.denverpost.com,9432192,17880,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49325,simplywall.st,9413888,7558,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
335221,www.mvhm.org,9379147,4232,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45051,iovs.arvojournals.org,9357815,11941,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31067,www.telegram.com,9356376,21972,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13876,dumpsterway.com,9349560,4875,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25205,www.dallasobserver.com,9348180,19468,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1219085,www.returnofkings.com,9341924,1041,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161797,www.asapsports.com,9328803,5118,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27239,www.thefreedictionary.com,9316938,28291,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39947,www.autostraddle.com,9304257,4495,Mohammed Hamdy,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12099,www.musicweb-international.com,9294793,8851,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145307,joannenova.com.au,9276190,1392,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9999,www.questia.com,9268573,32560,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1476,medical-dictionary.thefreedictionary.com,9267786,25007,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36641,www.nationalreview.com,9237060,12847,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34596,www.lifehack.org,9233513,12544,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
291215,zespec.sokp.pl,9227480,1707,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70860,www.novelall.com,9219370,5339,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7577,www.scp-wiki.net,9212041,10442,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7204,smk-group.ru,9207641,4878,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9082,stackoverflow.com,9197002,30818,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100067,www.ccel.org,9176007,4136,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17379,www.theodysseyonline.com,9173389,14939,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109396,bmcinfectdis.biomedcentral.com.preview-live.oscarjournals.springer.com,9165962,2902,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200129,www.marxists.org,9148321,3198,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40542,www.baka-tsuki.org,9139045,2983,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26971,www.paloaltoonline.com,9106003,6939,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4781,www.deseretnews.com,9100054,13325,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24899,archive.org,9081350,14903,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11349,www.chicagobusiness.com,9062147,19741,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114373,www.thesimpledollar.com,9059515,7341,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
741,www.angieslist.com,9058290,31038,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50481,www.independent.ie,9052068,16814,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10076,brooklynrail.org,9025603,8853,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
